atrever	1
atribuir	0
atribular	0
atrincherar	0
atrofiar	0
atronar	0
atropellar	0
atufar	0
aturdir	0
aturullar	0
atusar	0
auditar	0
augurar	0
aumentar	0
aunar	0
aupar	0
aureolar	0
auscultar	0
ausentar	0
auspiciar	0
autenticar	0
autentificar	0
autocensurar	0
autoeditar	0
automatizar	0
automedicar	1
autorizar	0
autosugestionar	1
auxiliar	0
avalar	0
avanzar	0
avasallar	0
avecinar	0
avecindar	0
avejentar	0
avenir	0
aventajar	0
aventar	0
aventurar	0
averiar	0
avezar	0
aviar	0
aviejar	0
avinagrar	0
avisar	0
avispar	0
avistar	0
avituallar	0
avivar	0
avizorar	0
ayunar	0
azarar	0
azogar	0
azotar	0
azucarar	0
azufrar	0
azulear	0
azuzar	0
babear	0
babosear	0
bailotear	0
bajar	0
balancear	0
balar	0
balbucear	0
balbucir	0
balcanizar	0
baldar	0
bambolear	0
bandear	0
banderillear	0
bañar	0
baquetear	0
barajar	0
barnizar	0
barrar	0
barrenar	0
barritar	0
barruntar	0
basar	0
bascular	0
bastar	0
batallar	0
batear	0
batir	0
bautizar	0
beatificar	0
becar	0
beneficiar	0
berrear	0
besar	0
bestializar	1
besuquear	0
bifurcar	1
biografiar	0
birlar	0
bisar	0
bisbisear	0
biselar	0
bizquear	0
blandir	0
blanquear	0
blasfemar	0
blasonar	0
blindar	0
bloquear	0
bobear	0
bogar	0
boicotear	0
bombardear	0
bombear	0
bonificar	0
bordar	0
bordear	0
borrar	0
bosquejar	0
bostezar	0
botar	0
boxear	0
bracear	0
brear	0
bregar	0
bribonear	0
brillar	0
brincar	0
brindar	0
bromear	0
broncear	0
brotar	0
brujulear	0
brutalizar	1
bucear	0
bufar	0
burbujear	0
burilar	0
burlar	0
burocratizar	0
buzonear	0
cabalgar	0
cabecear	0
cablear	0
cablegrafiar	0
cabrear	0
cabrillear	0
cacarear	0
cachear	0
caducar	0
cagar	0
calafatear	0
calar	0
calcar	0
calcetar	0
calcificar	0
calcinar	0
calcografiar	0
calcular	0
caldear	0
calentar	0
calibrar	0
calificar	0
caligrafiar	0
callar	0
callejear	0
calmar	0
calumniar	0
calzar	0
cambiar	0
camelar	0
campar	0
campear	0
camuflar	0
canalizar	0
cancelar	0
canjear	0
canonizar	0
cansar	0
canturrear	0
cañonear	0
capacitar	0
capar	0
capear	0
capitalizar	0
capitanear	0
capitular	0
capotar	0
capotear	0
captar	0
capturar	0
caracolear	0
caracterizar	0
caramelizar	0
carbonatar	0
carbonizar	0
carburar	0
carcajear	0
carcomer	0
cardar	0
carear	0
carecer	0
cargar	0
cariar	0
caricaturizar	0
carraspear	0
cartear	0
cartografiar	0
casar	0
cascabelear	0
cascar	0
castañetear	0
castellanizar	0
castigar	0
castrar	0
catalanizar	0
catalizar	0
catalogar	0
catapultar	0
catar	0
catear	0
categorizar	0
catequizar	0
causar	0
cauterizar	0
cautivar	0
cavar	0
cavilar	0
cebar	0
cecear	0
cegar	0
cejar	0
celar	0
celebrar	0
censar	0
censurar	0
centellear	0
centralizar	0
centrar	0
centrifugar	0
centuplicar	0
cepillar	0
cercar	0
cercenar	0
cerciorar	0
cerner	0
cernir	0
cerrar	0
certificar	0
cesar	0
chafar	0
chalar	0
chamullar	0
chamuscar	0
chancear	0
chancletear	0
chantajear	0
chapar	0
chapotear	0
chapucear	0
chapurrear	0
chapuzar	0
chaquetear	0
charlatanear	0
charlotear	0
charolar	0
chascar	0
chasquear	0
chatear	0
chequear	0
chicolear	0
chiflar	0
chillar	0
chinchar	0
chinchorrear	0
chirigotear	0
chirriar	0
chismear	0
chismorrear	0
chispear	0
chisporrotear	0
chistar	0
chivar	0
chocar	0
chochear	0
choricear	0
chorrear	0
chotear	0
chulear	0
chupar	0
chupetear	0
churruscar	0
chutar	0
cicatear	0
cicatrizar	0
cifrar	0
cimbrear	0
cimentar	0
cincelar	0
cinematografiar	0
circuncidar	0
circunnavegar	0
circunscribir	0
